Name,Status,Neighborhood,Tree Diameter
ginkgo,Alive,West Village,10
honeylocust,Alive,Upper West Side,2
Japanese zelkova,Alive,East Harlem South,11
Callery pear,Alive,Lincoln Square,9
Callery pear,Alive,Clinton,7
American elm,Alive,Murray Hill-Kips Bay,12
London planetree,Alive,Chinatown,17
pin oak,Alive,East Village,11
pin oak,Alive,Upper East Side-Carnegie Hill,3
pin oak,Alive,Turtle Bay-East Midtown,8
holly,Alive,Lincoln Square,2
Sophora,Alive,Lincoln Square,6
Sophora,Alive,Upper East Side-Carnegie Hill,12
American linden,Alive,Central Harlem South,6
honeylocust,Alive,Chinatown,8
ginkgo,Alive,Upper East Side-Carnegie Hill,13
shingle oak,Alive,Marble Hill-Inwood,3
shingle oak,Alive,Marble Hill-Inwood,3
Kentucky coffeetree,Alive,Upper East Side-Carnegie Hill,3
Japanese tree lilac,Alive,Hamilton Heights,4
Japanese tree lilac,Alive,East Village,8
Chinese chestnut,Alive,Hamilton Heights,9
Siberian elm,Alive,Upper West Side,18
black walnut,Alive,Washington Heights North,4
Siberian elm,Alive,West Village,15
Callery pear,Alive,Yorkville,10
Callery pear,Alive,West Village,5
Callery pear,Alive,Lincoln Square,7
Callery pear,Alive,Clinton,7
Chinese chestnut,Alive,Lower East Side,3
weeping willow,Alive,Lower East Side,21
pin oak,Alive,Morningside Heights,3
pin oak,Alive,Upper West Side,7
American elm,Alive,East Harlem South,5
American elm,Alive,Upper West Side,32
pin oak,Alive,Murray Hill-Kips Bay,12
pin oak,Alive,Upper West Side,13
littleleaf linden,Alive,Upper East Side-Carnegie Hill,8
littleleaf linden,Alive,Lincoln Square,9
pin oak,Alive,Lincoln Square,7
magnolia,Alive,Washington Heights North,3
crab apple,Alive,Upper West Side,6
honeylocust,Alive,Upper West Side,4
ginkgo,Alive,Yorkville,7
American linden,Alive,Washington Heights South,3
honeylocust,Alive,East Village,10
Japanese tree lilac,Alive,Morningside Heights,6
cherry,Alive,Lower East Side,8
littleleaf linden,Alive,Lenox Hill-Roosevelt Island,8
English oak,Alive,Upper East Side-Carnegie Hill,4
pin oak,Alive,Morningside Heights,11
white ash,Alive,Upper East Side-Carnegie Hill,5
pin oak,Alive,Morningside Heights,12
pin oak,Alive,Clinton,11
pin oak,Alive,Upper West Side,18
pin oak,Alive,Washington Heights South,4
pin oak,Alive,Washington Heights South,3
pin oak,Alive,Upper West Side,10
pin oak,Alive,Washington Heights South,2
Sophora,Alive,Lincoln Square,8
Sophora,Alive,Midtown-Midtown South,4
Sophora,Alive,Clinton,12
Sophora,Alive,Clinton,11
Sophora,Alive,SoHo-TriBeCa-Civic Center-Little Italy,8
London planetree,Alive,Upper West Side,16
London planetree,Alive,Upper West Side,21
golden raintree,Alive,Manhattanville,6
cherry,Alive,Lower East Side,4
Sophora,Alive,Chinatown,6
Sophora,Alive,Clinton,11
American elm,Alive,Upper West Side,12
Kentucky coffeetree,Alive,Lenox Hill-Roosevelt Island,18
golden raintree,Alive,SoHo-TriBeCa-Civic Center-Little Italy,11
purple-leaf plum,Alive,Hamilton Heights,3
Sophora,Alive,East Village,2
Callery pear,Alive,Lenox Hill-Roosevelt Island,11
Callery pear,Alive,Lenox Hill-Roosevelt Island,11
Callery pear,Alive,Upper West Side,11
Callery pear,Alive,Upper West Side,13
silver linden,Alive,Upper East Side-Carnegie Hill,7
mulberry,Alive,Murray Hill-Kips Bay,15
Callery pear,Alive,Yorkville,7
Callery pear,Alive,Upper East Side-Carnegie Hill,5
Callery pear,Alive,Lincoln Square,6
Kentucky coffeetree,Alive,Washington Heights South,2
silver linden,Alive,Upper West Side,9
Chinese chestnut,Alive,Yorkville,5
black walnut,Alive,West Village,13
Callery pear,Alive,Lincoln Square,9
Callery pear,Alive,East Harlem South,8
Callery pear,Alive,Upper East Side-Carnegie Hill,17
swamp white oak,Alive,Washington Heights South,4
Sophora,Alive,Central Harlem South,22
Sophora,Alive,Upper East Side-Carnegie Hill,12
Callery pear,Alive,Turtle Bay-East Midtown,3
Callery pear,Alive,Chinatown,18
Callery pear,Alive,Clinton,16
Callery pear,Alive,Clinton,9
Callery pear,Alive,East Village,19
Callery pear,Alive,Murray Hill-Kips Bay,8
Callery pear,Alive,Murray Hill-Kips Bay,6
southern magnolia,Alive,Lower East Side,2
Sophora,Alive,Upper East Side-Carnegie Hill,5
Sophora,Alive,Lenox Hill-Roosevelt Island,6
'Schubert' chokecherry,Alive,East Harlem North,4
ginkgo,Alive,Central Harlem South,2
ginkgo,Alive,Turtle Bay-East Midtown,8
honeylocust,Alive,Upper West Side,6
honeylocust,Alive,Lincoln Square,7
pin oak,Alive,East Village,11
pin oak,Alive,Lower East Side,4
ginkgo,Alive,Chinatown,3
honeylocust,Alive,Chinatown,8
ginkgo,Alive,Yorkville,9
pin oak,Alive,Upper West Side,4
paper birch,Alive,Manhattanville,5
shingle oak,Alive,Marble Hill-Inwood,4
littleleaf linden,Alive,Gramercy,5
black locust,Alive,East Village,14
silver maple,Alive,Clinton,3
London planetree,Alive,Upper West Side,11
hawthorn,Alive,Lincoln Square,4
London planetree,Alive,Chinatown,14
London planetree,Alive,Morningside Heights,28
ginkgo,Alive,Upper West Side,5
London planetree,Alive,Upper West Side,17
Callery pear,Alive,Yorkville,8
Callery pear,Alive,West Village,18
Callery pear,Alive,Upper East Side-Carnegie Hill,10
Callery pear,Alive,Upper East Side-Carnegie Hill,8
Callery pear,Alive,Clinton,10
Callery pear,Alive,Upper East Side-Carnegie Hill,6
Callery pear,Alive,Clinton,10
river birch,Alive,Midtown-Midtown South,2
green ash,Alive,East Village,12
green ash,Alive,Upper West Side,8
ginkgo,Alive,Upper West Side,5
crab apple,Alive,Upper West Side,6
ginkgo,Alive,West Village,2
Callery pear,Alive,Upper East Side-Carnegie Hill,10
London planetree,Alive,Lincoln Square,27
London planetree,Alive,Upper East Side-Carnegie Hill,11
London planetree,Alive,Upper West Side,23
American elm,Alive,Upper West Side,16
golden raintree,Alive,Lincoln Square,6
London planetree,Alive,Chinatown,13
golden raintree,Alive,Lower East Side,2
London planetree,Alive,Upper West Side,4
hawthorn,Alive,Lincoln Square,5
hawthorn,Alive,Upper East Side-Carnegie Hill,3
crab apple,Alive,Upper West Side,14
honeylocust,Alive,Turtle Bay-East Midtown,11
American linden,Alive,SoHo-TriBeCa-Civic Center-Little Italy,4
honeylocust,Alive,Upper West Side,5
honeylocust,Alive,Yorkville,11
honeylocust,Alive,Lincoln Square,5
honeylocust,Alive,Lincoln Square,6
littleleaf linden,Alive,Lenox Hill-Roosevelt Island,6
littleleaf linden,Alive,Lenox Hill-Roosevelt Island,2
littleleaf linden,Alive,Upper West Side,10
littleleaf linden,Alive,Murray Hill-Kips Bay,6
crab apple,Alive,Washington Heights South,3
black locust,Alive,Morningside Heights,11
honeylocust,Alive,Lower East Side,6
crab apple,Alive,Upper West Side,4
honeylocust,Alive,Yorkville,10
honeylocust,Alive,Murray Hill-Kips Bay,12
honeylocust,Alive,Upper West Side,6
crab apple,Alive,Washington Heights South,8
crab apple,Alive,Washington Heights South,3
willow oak,Alive,Chinatown,14
London planetree,Alive,Upper West Side,16
London planetree,Alive,Stuyvesant Town-Cooper Village,16
London planetree,Alive,Lenox Hill-Roosevelt Island,14
honeylocust,Alive,West Village,13
honeylocust,Alive,Clinton,7
London planetree,Alive,Morningside Heights,23
London planetree,Alive,Upper West Side,6
Kentucky coffeetree,Alive,Lenox Hill-Roosevelt Island,2
Kentucky coffeetree,Alive,Upper West Side,12
London planetree,Alive,Stuyvesant Town-Cooper Village,18
ginkgo,Alive,West Village,11
American linden,Alive,Upper West Side,7
honeylocust,Alive,West Village,15
American elm,Alive,Upper West Side,45
green ash,Alive,West Village,8
green ash,Alive,Stuyvesant Town-Cooper Village,9
London planetree,Alive,Lenox Hill-Roosevelt Island,12
honeylocust,Alive,Chinatown,10
ginkgo,Alive,West Village,2
crab apple,Alive,Upper West Side,10
crab apple,Alive,Washington Heights South,2
honeylocust,Alive,Clinton,10
honeylocust,Alive,Murray Hill-Kips Bay,11
honeylocust,Alive,Murray Hill-Kips Bay,12
ginkgo,Alive,Upper West Side,7
honeylocust,Alive,Morningside Heights,6
Siberian elm,Alive,East Harlem South,13
Siberian elm,Alive,Upper West Side,23
honeylocust,Alive,Clinton,10
American linden,Alive,Yorkville,14
crab apple,Alive,Upper West Side,3
crab apple,Alive,Upper West Side,5
crab apple,Alive,Washington Heights South,3
honeylocust,Alive,Gramercy,9
honeylocust,Alive,Midtown-Midtown South,3
crab apple,Alive,Upper West Side,5
honeylocust,Alive,Lenox Hill-Roosevelt Island,4
crab apple,Alive,Upper West Side,4
honeylocust,Alive,Yorkville,11
American linden,Alive,East Harlem South,4
honeylocust,Alive,Clinton,12
green ash,Alive,Morningside Heights,4
American elm,Alive,Upper West Side,13
honeylocust,Alive,Turtle Bay-East Midtown,14
honeylocust,Alive,Clinton,14
ginkgo,Alive,Turtle Bay-East Midtown,12
ginkgo,Alive,Upper West Side,10
crab apple,Alive,Upper West Side,4
crab apple,Alive,Washington Heights South,4
honeylocust,Alive,Upper East Side-Carnegie Hill,13
crab apple,Alive,Upper West Side,11
honeylocust,Alive,Yorkville,8
American linden,Alive,SoHo-TriBeCa-Civic Center-Little Italy,4
American linden,Alive,Washington Heights South,4
honeylocust,Alive,Central Harlem South,11
honeylocust,Alive,Yorkville,11
honeylocust,Alive,Lower East Side,11
honeylocust,Alive,Lower East Side,14
honeylocust,Alive,Upper West Side,5
crab apple,Alive,Upper West Side,6
crab apple,Alive,Upper West Side,8
honeylocust,Alive,Chinatown,10
crab apple,Alive,Upper West Side,4
American linden,Alive,Upper East Side-Carnegie Hill,11
ginkgo,Alive,Lenox Hill-Roosevelt Island,6
honeylocust,Alive,Morningside Heights,7
ginkgo,Alive,Lower East Side,13
honeylocust,Alive,Upper East Side-Carnegie Hill,10
ginkgo,Alive,Yorkville,7
honeylocust,Alive,Yorkville,9
London planetree,Alive,Morningside Heights,27
ginkgo,Alive,Midtown-Midtown South,2
crab apple,Alive,Upper West Side,2
honeylocust,Alive,Yorkville,8
London planetree,Alive,Upper West Side,24
London planetree,Alive,Upper West Side,27
ginkgo,Alive,Upper West Side,6
American linden,Alive,Central Harlem South,3
honeylocust,Alive,Upper East Side-Carnegie Hill,7
honeylocust,Alive,Turtle Bay-East Midtown,12
American linden,Alive,SoHo-TriBeCa-Civic Center-Little Italy,4
honeylocust,Alive,Yorkville,4
honeylocust,Alive,Yorkville,11
honeylocust,Alive,Yorkville,11
honeylocust,Alive,Yorkville,5
crab apple,Alive,Upper West Side,4
crab apple,Alive,Upper West Side,11
ginkgo,Alive,Turtle Bay-East Midtown,10
ginkgo,Alive,Turtle Bay-East Midtown,10
American elm,Alive,Central Harlem South,27
London planetree,Alive,Stuyvesant Town-Cooper Village,18
London planetree,Alive,Morningside Heights,22
crab apple,Alive,Upper West Side,3
crab apple,Alive,Upper West Side,3
ginkgo,Alive,Upper West Side,14
Siberian elm,Alive,Washington Heights South,33
Siberian elm,Alive,Upper East Side-Carnegie Hill,11
black walnut,Alive,Washington Heights North,4
honeylocust,Alive,Chinatown,10
honeylocust,Alive,West Village,9
honeylocust,Alive,Clinton,4
ginkgo,Alive,Yorkville,4
honeylocust,Alive,Lower East Side,12
honeylocust,Alive,Chinatown,11
honeylocust,Alive,East Village,9
crab apple,Alive,Upper West Side,7
crab apple,Alive,Upper West Side,3
magnolia,Alive,Central Harlem South,5
honeylocust,Alive,Midtown-Midtown South,8
American linden,Alive,Central Harlem South,3
Chinese elm,Alive,Upper East Side-Carnegie Hill,4
Japanese zelkova,Alive,Murray Hill-Kips Bay,10
Japanese zelkova,Alive,East Harlem South,4
Japanese zelkova,Alive,Morningside Heights,7
northern red oak,Alive,Morningside Heights,4
northern red oak,Alive,Morningside Heights,5
ginkgo,Alive,Upper East Side-Carnegie Hill,11
ginkgo,Alive,Upper East Side-Carnegie Hill,7
honeylocust,Alive,Yorkville,17
honeylocust,Alive,Yorkville,15
honeylocust,Alive,Upper West Side,4
crab apple,Alive,Upper West Side,3
American linden,Alive,Washington Heights South,4
pin oak,Alive,Morningside Heights,16
honeylocust,Alive,Murray Hill-Kips Bay,12
northern red oak,Alive,Murray Hill-Kips Bay,7
ginkgo,Alive,Murray Hill-Kips Bay,11
ginkgo,Alive,Upper West Side,13
Japanese zelkova,Alive,Central Harlem South,21
Japanese zelkova,Alive,Central Harlem South,13
Japanese zelkova,Alive,East Harlem South,4
American linden,Alive,Murray Hill-Kips Bay,8
honeylocust,Alive,Lower East Side,16
honeylocust,Alive,Morningside Heights,11
honeylocust,Alive,Battery Park City-Lower Manhattan,2
honeylocust,Alive,Murray Hill-Kips Bay,9
honeylocust,Alive,Chinatown,7
pin oak,Alive,Upper West Side,14
pin oak,Alive,Washington Heights South,5
pin oak,Alive,Upper West Side,17
pin oak,Alive,Gramercy,4
ginkgo,Alive,Lower East Side,4
honeylocust,Alive,Upper East Side-Carnegie Hill,11
northern red oak,Alive,Morningside Heights,5
Japanese zelkova,Alive,Central Harlem South,19
northern red oak,Alive,Yorkville,2
honeylocust,Alive,Murray Hill-Kips Bay,8
pin oak,Alive,Murray Hill-Kips Bay,15
honeylocust,Alive,Murray Hill-Kips Bay,4
northern red oak,Alive,Washington Heights South,4
littleleaf linden,Alive,Upper West Side,8
ginkgo,Alive,Lower East Side,12
ginkgo,Alive,Murray Hill-Kips Bay,10
Japanese zelkova,Alive,Central Harlem South,13
northern red oak,Alive,Upper West Side,5
Japanese zelkova,Alive,Upper West Side,10
pin oak,Alive,Washington Heights South,5
pin oak,Alive,Lenox Hill-Roosevelt Island,8
honeylocust,Alive,Morningside Heights,10
ginkgo,Alive,Lower East Side,12
honeylocust,Alive,Battery Park City-Lower Manhattan,3
honeylocust,Alive,Lenox Hill-Roosevelt Island,10
ginkgo,Alive,Murray Hill-Kips Bay,13
London planetree,Alive,Upper West Side,3
Japanese zelkova,Alive,Lenox Hill-Roosevelt Island,6
honeylocust,Alive,Morningside Heights,4
honeylocust,Alive,Morningside Heights,9
ginkgo,Alive,Lower East Side,2
pin oak,Alive,Lenox Hill-Roosevelt Island,8
pin oak,Alive,Upper West Side,18
honeylocust,Alive,Battery Park City-Lower Manhattan,3
pin oak,Alive,Washington Heights South,2
pin oak,Alive,Hamilton Heights,10
pin oak,Alive,Morningside Heights,13
pin oak,Alive,Murray Hill-Kips Bay,9
Japanese zelkova,Alive,East Harlem South,13
Japanese zelkova,Alive,Lenox Hill-Roosevelt Island,7
Japanese zelkova,Alive,Morningside Heights,7
pin oak,Alive,Upper West Side,15
pin oak,Alive,Gramercy,16
pin oak,Alive,Washington Heights South,11
pin oak,Alive,Washington Heights South,18
pin oak,Alive,Upper West Side,19
pin oak,Alive,Upper West Side,9
pin oak,Alive,Upper West Side,4
pin oak,Alive,Hamilton Heights,5
black oak,Alive,Central Harlem South,5
northern red oak,Alive,Lincoln Square,3
pin oak,Alive,Upper West Side,13
pin oak,Alive,Upper West Side,12
pin oak,Alive,Upper West Side,16
pin oak,Alive,Washington Heights South,3
pin oak,Alive,Hamilton Heights,12
pin oak,Alive,Morningside Heights,16
pin oak,Alive,Washington Heights South,11
pin oak,Alive,Hamilton Heights,8
Japanese zelkova,Alive,Murray Hill-Kips Bay,3
red maple,Alive,Hamilton Heights,3
pin oak,Alive,Lincoln Square,8
pin oak,Alive,Upper West Side,17
pin oak,Alive,Upper West Side,9
Chinese elm,Alive,Central Harlem South,5
Chinese elm,Alive,Central Harlem South,4
pin oak,Alive,Lincoln Square,4
pin oak,Alive,Hamilton Heights,18
pin oak,Alive,Upper West Side,22
pin oak,Alive,Upper West Side,10
pin oak,Alive,Lenox Hill-Roosevelt Island,9
pin oak,Alive,Lincoln Square,10
pin oak,Alive,Lincoln Square,8
Japanese zelkova,Alive,Lenox Hill-Roosevelt Island,5
Chinese elm,Alive,Central Harlem South,4
Japanese zelkova,Alive,East Harlem South,9
Japanese zelkova,Alive,East Harlem South,26
Japanese zelkova,Alive,East Village,13
pin oak,Alive,Gramercy,5
red maple,Alive,West Village,16
Japanese zelkova,Alive,Upper East Side-Carnegie Hill,2
Chinese elm,Alive,Central Harlem South,4
Japanese zelkova,Alive,East Harlem South,36
Japanese zelkova,Alive,East Harlem South,17
Japanese zelkova,Alive,East Harlem South,19
Japanese zelkova,Alive,East Harlem South,33
English oak,Alive,Upper West Side,4
pin oak,Alive,Washington Heights South,13
pin oak,Alive,Lower East Side,3
Japanese zelkova,Alive,Lenox Hill-Roosevelt Island,12
pin oak,Alive,Upper West Side,16
Japanese zelkova,Alive,Yorkville,8
pin oak,Alive,Murray Hill-Kips Bay,4
pin oak,Alive,Lincoln Square,15
pin oak,Alive,Upper West Side,19
Japanese zelkova,Alive,Upper West Side,7
pin oak,Alive,Washington Heights South,13
pin oak,Alive,Washington Heights South,8
pin oak,Alive,Hamilton Heights,22
Japanese zelkova,Alive,West Village,7
English oak,Alive,Lower East Side,10
northern red oak,Alive,Upper West Side,6
pin oak,Alive,Lincoln Square,8
pin oak,Alive,Washington Heights South,8
pin oak,Alive,Upper West Side,8
pin oak,Alive,Lower East Side,3
pin oak,Alive,Lincoln Square,23
Japanese zelkova,Alive,Lenox Hill-Roosevelt Island,5
pin oak,Alive,Upper West Side,10
pin oak,Alive,Washington Heights South,15
pin oak,Alive,Lincoln Square,17
pin oak,Alive,Yorkville,3
pin oak,Alive,Upper West Side,9
pin oak,Alive,Upper West Side,3
pin oak,Alive,Upper West Side,13
Japanese zelkova,Alive,Battery Park City-Lower Manhattan,7
Japanese zelkova,Alive,East Harlem South,4
Japanese zelkova,Alive,East Harlem South,3
Japanese zelkova,Alive,East Harlem South,24
northern red oak,Alive,East Village,11
pin oak,Alive,Upper West Side,7
pin oak,Alive,Washington Heights South,11
Japanese zelkova,Alive,Lincoln Square,4
pin oak,Alive,Upper West Side,5
pin oak,Alive,Upper West Side,3
pin oak,Alive,Lenox Hill-Roosevelt Island,9
red maple,Alive,West Village,14
pin oak,Alive,Gramercy,2
Japanese zelkova,Alive,Clinton,3
Japanese zelkova,Alive,Upper West Side,11
pin oak,Alive,Washington Heights South,9
Japanese zelkova,Alive,Upper West Side,8
northern red oak,Alive,Morningside Heights,6
pin oak,Alive,Upper West Side,12
pin oak,Alive,Lincoln Square,19
pin oak,Alive,Upper West Side,9
Japanese zelkova,Alive,Central Harlem South,10
Japanese zelkova,Alive,Upper West Side,11
Japanese zelkova,Alive,East Harlem South,4
Japanese zelkova,Alive,East Harlem South,28
Japanese zelkova,Alive,Murray Hill-Kips Bay,7
pin oak,Alive,Hamilton Heights,18
pin oak,Alive,Upper West Side,16
pin oak,Alive,Lincoln Square,15
Japanese zelkova,Alive,Clinton,4
black oak,Alive,Upper East Side-Carnegie Hill,3
Japanese zelkova,Alive,East Harlem South,33
Japanese zelkova,Alive,East Harlem South,24
northern red oak,Alive,Morningside Heights,10
pin oak,Alive,Washington Heights South,14
pin oak,Alive,Upper West Side,18
pin oak,Alive,Washington Heights South,8
English oak,Alive,Lower East Side,4
pin oak,Alive,Upper West Side,11
pin oak,Alive,Lower East Side,9
pin oak,Alive,Lincoln Square,18
pin oak,Alive,Upper West Side,8
pin oak,Alive,Upper West Side,23
